admin3Name_en,admin3Name_ar,admin3Pcode,admin3RefName,admin3AltName1_en,admin3AltName2_en,admin3AltName1_ar,admin3AltName2_ar,admin2Name_en,admin2Name_ar,admin2Pcode,admin1Name_en,admin1Name_ar,admin1Pcode,admin0Name_en,admin0Name_ar,admin0Pcode,date,validOn,validTo
Saqi Richmaya,سقي رشميا,26377,Saqi Richmaya,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ghofrine,غرفين,26291,Ghofrine,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Saqiet El-Khayt,ساقية الخيط,26263,Saqiet El-Khayt,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hbaline,حبالين,26281,Hbaline,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aaqoura,عاقورة,26371,Aaqoura,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bechouat,بشوات,53333,Bechouat,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Riha,ريحا,53355,Riha,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Michmich Jbayl,مشمش جبيل,26218,Michmich Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Birket Hjoula,بركة حجولا,26237,Birket Hjoula,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfoun,كفون,26267,Kfoun,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kafr,كفر الفتوح,26273,Kafr,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Deir El-Ahmar,دير الاحمر,53311,Deir El-Ahmar,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Habil,هابيل,26234,Habil,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Mashoun,كفر مسحون,26287,Kfar Mashoun,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aarab El-Lahib,عرب اللهيب,26374,Aarab El-Lahib,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Behdaydat,بحديدات,26259,Behdaydat,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Youmine,يونين,53284,Youmine,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Eddeh Jbayl,إده,26135,Eddeh Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hema Er-Rehban,حمى الرهبان,26390,Hema Er-Rehban,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bintaael,بنتاعل,26269,Bintaael,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hjoula,حجولا,26226,Hjoula,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kneisset Baalbek,كنيسة ,53322,Kneisset Baalbek,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ehmej,اهمج,26211,Ehmej,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Laqlouq,اللقلوق,26361,Laqlouq,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bichtlida,بشتليدا,26243,Bichtlida,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hboub,حبوب,26284,Hboub,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat Es Siyad,مزرعة السياد,26321,Mazraat Es Siyad,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jbayl,جبيل,26111,Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hema Mar Maroun Aannaya,حمى مار مارون عنَايا,26388,Hema Mar Maroun Aannaya,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ras Osta,راس اسطا,26241,Ras Osta,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Qouas,كفر قواص,26264,Kfar Qouas,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bmehrayn,بمهرين,26283,Bmehrayn,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Btedaai,بتدعي,53375,Btedaai,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Brayj Jbayl,بريج,26253,Brayj Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,26001,Litige,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Blat Jbeil,بلاط,26129,Blat Jbeil,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Baal,كفر بعال,26224,Kfar Baal,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat El-Maaden,مزرعة المعادن,26213,Mazraat El-Maaden,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jlisseh,جليسه,26274,Jlisseh,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aalmat Ej-Jnoubiyeh,حصنا,26214,Aalmat Ej-Jnoubiyeh,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mghayreh Jbeil,مغيره,26341,Mghayreh Jbeil,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qartaba,قرطبا,26311,Qartaba,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Tourzaiya,طورزيا,26215,Tourzaiya,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Dar El-Ouassaa,دار الواسعة,53366,Dar El-Ouassaa,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aalmat Ech-Chamliyeh,علمات الشمالية,26212,Aalmat Ech-Chamliyeh,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Sebrine,سربين,26254,Sebrine,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qartaboun,قرطبون,26123,Qartaboun,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jouret El-Qattine,جورة القطين,26236,Jouret El-Qattine,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mastita,مستيتا,26117,Mastita,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bchille Jbayl,بشلّلي,26244,Bchille Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Tadmor,تدمر,26344,Tadmor,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Majdel El-Aqoura,المجدل,26357,Majdel El-Aqoura,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Boulhos,بلحص,26354,Boulhos,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ferhet,فرحت,26217,Ferhet,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Yanouh Jbayl,يانوح,26347,Yanouh Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Chlifa,شليفا,53467,Chlifa,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hsoun,حصون,26229,Hsoun,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Halate,حالات,26147,Halate,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Maqneh,مقنة,53155,Maqneh,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mar Sarkis,دير مار سركيس,26314,Mar Sarkis,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zibdine Jbayl,زبدين,26246,Zibdine Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bayzoun,بزيون,26299,Bayzoun,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Souanet Jbayl,صوانة ,26220,Souanet Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,26002,Litige,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nahleh baalbek,نحله ,53143,Nahleh baalbek,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bouday,بوداي,53459,Bouday,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aalita,عاليتا,26219,Aalita,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Ed-Delbeh Jbayl,عين الدلبة جبيل,26221,Aain Ed-Delbeh Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hdeine,هدينة,26324,Hdeine,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Frat,فرات,26223,Frat,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Fatre,فتري,26266,Fatre,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Jrain,عين جرين,26227,Aain Jrain,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aarasta,عرستا,26392,Aarasta,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Adonis Jbayl,ادونيس,26239,Adonis Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mazraat beit Mchaik,مزرعة بيت مشيك,53457,Mazraat beit Mchaik,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Seraaiita,سرعيتا,26334,Seraaiita,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mchaneh,مشان,26231,Mchaneh,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain El-Ghouaybeh,عين الغويبة,26317,Aain El-Ghouaybeh,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qorqraiya,قرقريا,26351,Qorqraiya,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Janneh,جنة,26327,Janneh,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bizhel,بزحل,25369,Bizhel,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Lassa,لاسا,26331,Lassa,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Yahchouch,يحشوش,25373,Yahchouch,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Iaat,ايعات,53123,Iaat,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ghabat,غابات,26337,Ghabat,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Chouane,شوان,25479,Chouane,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,26003,Litige,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,26005,Litige,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,26004,Litige,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,26006,Litige,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kharayeb Nahr Ibrahim,زاير,25181,Kharayeb Nahr Ibrahim,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Maaysra Kesrouane,المعيصرة,25357,Maaysra Kesrouane,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mradiyeh,مرادية,25367,Mradiyeh,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Qahmez,قهمز,26367,Qahmez,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zaaitreh,زعيتره,25353,Zaaitreh,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nahr Ibrahim,نهر ابراهيم,26171,Nahr Ibrahim,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,26007,Litige,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Afqa Jbayl,افقا,26364,Afqa Jbayl,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,26008,Litige,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jouret Bedrane,جورة بدران,25365,Jouret Bedrane,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aazra ouel Aazr,عذره والعذر,25361,Aazra ouel Aazr,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nahr Ed-Dahab,نهر الدهب,25371,Nahr Ed-Dahab,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,26009,Litige,,,,,Jbeil,جبيل,LB34,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,25001,Litige,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mchaa El Ftouh,مشاع الفتوح,25488,Mchaa El Ftouh,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Zaitoun,زيتون,25375,Zaitoun,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bqaq Ed-Dine,بقاق الدين,25176,Bqaq Ed-Dine,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ghbaleh Kesrouane,غبالة ,25363,Ghbaleh Kesrouane,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Nammoura Kesrouane,نمورة,25341,Nammoura Kesrouane,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aaqaibeh Kesrouane,عقيبة,25171,Aaqaibeh Kesrouane,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ghidras,غدراس,25331,Ghidras,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hsayn,حصين,25345,Hsayn,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mayrouba,ميروبا,25459,Mayrouba,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mchaa Faraya,مشاع فاريا,25485,Mchaa Faraya,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bouar,بوار,25166,Bouar,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Aain Ed-Delbeh Kesrouane,عين الدلبة,25463,Aain Ed-Delbeh Kesrouane,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jouret E-Tourmos,جورة الترمس,25355,Jouret E-Tourmos,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Haouch El-Dehab,حوش الدهب,53159,Haouch El-Dehab,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ouata El-Jaouz,وطى الجوز,25455,Ouata El-Jaouz,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfour Kesrouane,الكفور,25329,Kfour Kesrouane,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ghineh,غينة,25343,Ghineh,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hrajel,حراجل,25471,Hrajel,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Safra Kesrouane,صفرا كسروان,25161,Safra Kesrouane,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hadath Baalbek,حدت الهرمل,53183,Hadath Baalbek,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Mghayer,المغاير,25467,Mghayer,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Bourj El-Ftouh,فتقا,25313,Bourj El-Ftouh,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jouret Mhad,جورة مهاد,25359,Jouret Mhad,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Baalbek,بعلبك,53111,Baalbek,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Faraya,فاريا,25475,Faraya,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Chahtoul,شحتول,25351,Chahtoul,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Taraiya,طاريا,53435,Taraiya,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Litige,,25002,Litige,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Jebaa,جبعا,53171,Jebaa,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Harharaya,هرهريا,25333,Harharaya,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Dane,كفر دان,53179,Kfar Dane,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Tabarja,طبرجا,25151,Tabarja,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Haouch Tall Safiyeh,حوش تل صفية,53135,Haouch Tall Safiyeh,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Adma Oua Dafine,أدما والدفنه,25156,Adma Oua Dafine,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ouata Sillam,وطى سلام,25141,Ouata Sillam,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Kfar Yassine,كفر ياسين,25146,Kfar Yassine,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Saaideh,سعيدة,53167,Saaideh,,,,,Baalbek,بعلبك,LB21,Baalbek-El Hermel,بعلبك - الهرمل,LB8,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Hayata,حياطة,25349,Hayata,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Raachine,رعشين,25435,Raachine,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
Ghazir,غزير,25311,Ghazir,,,,,Kesrwane, كسروان,LB35,Mount Lebanon,جبل لبنان,LB3,Lebanon,لبنان,LB,2015-11-06,2016-08-22,
